CityCode;CountryCode;UtcOffset;TimeZoneId;CityName
AYY;LK;+05:30;Asia/Colombo;Pottuvil Spb
AYZ;US;-05:00;America/New_York;Amityville
AZB;PG;+10:00;Pacific/Port_Moresby;Amazon Bay
AZD;IR;+03:30;Asia/Tehran;Yazd
AZG;MX;-06:00;America/Mexico_City;Apatzingan
AZL;BR;-04:00;America/Porto_Velho;Sapezal
AZN;UZ;+05:00;Asia/Tashkent;Andizhan
AZO;US;-05:00;America/New_York;Kalamazoo/Battle Creek
AZR;DZ;+01:00;Africa/Algiers;Adrar
AZS;DO;-04:00;America/Santo_Domingo;Samana
AZT;CO;-05:00;America/Bogota;Zapatoca
AZZ;AO;+01:00;Africa/Luanda;Ambriz
BAA;PG;+10:00;Pacific/Port_Moresby;Bialla
BAC;CO;-05:00;America/Bogota;Barranca De Upia
BAE;FR;+01:00;Europe/Paris;Barcelonnette
BAF;US;-05:00;America/New_York;Westfield
BAG;PH;+08:00;Asia/Manila;Baguio
BAH;BH;+03:00;Asia/Bahrain;Bahrain
BAI;CR;-06:00;America/Costa_Rica;Buenos Aires
BAJ;PG;+10:00;Pacific/Port_Moresby;Bali
BAK;AZ;+04:00;Asia/Baku;Baku
BAL;TR;+03:00;Europe/Istanbul;Batman
BAM;US;-08:00;America/Los_Angeles;Battle Mountain
BAN;CD;+02:00;Africa/Lubumbashi;Basongo
BAO;RO;+02:00;Europe/Bucharest;Baia Mare
BAP;PG;+10:00;Pacific/Port_Moresby;Baibara
BAQ;CO;-05:00;America/Bogota;Barranquilla
BAR;US;-09:00;America/Anchorage;Baker Island
BAS;SB;+11:00;Pacific/Guadalcanal;Balalae
BAT;BR;-03:00;America/Araguaina;Barretos
BAV;CN;+08:00;Asia/Shanghai;Baotou
BAW;GA;+01:00;Africa/Libreville;Biawongue
BAX;RU;+07:00;Asia/Tomsk;Barnaul
BAY;RO;+02:00;Europe/Bucharest;Baia Mare
BAZ;BR;-04:00;America/Porto_Velho;Barcelos
BBA;CL;-04:00;America/Santiago;Balmaceda
BBB;US;-06:00;America/Chicago;Benson
BBC;US;-06:00;America/Chicago;Bay City
BBD;US;-06:00;America/Chicago;Brady
BBE;AR;-03:00;America/Argentina/Buenos_Aires;Buenos Aires Fluvial
BBF;ES;+01:00;Europe/Madrid;Estacion De Benidorm
BBG;KI;+12:00;Pacific/Tarawa;Butaritari
BBH;DE;+01:00;Europe/Berlin;Stralsund
BBI;IN;+05:30;Asia/Kolkata;Bhubaneshwar
BBJ;DE;+01:00;Europe/Berlin;Bitburg
BBK;BW;+02:00;Africa/Gaborone;Kasane
BBL;AU;+10:00;Australia/Brisbane;Ballera
BBM;KH;+07:00;Asia/Phnom_Penh;Battambang
BBN;MY;+08:00;Asia/Kuching;Bario
BBO;SO;+03:00;Africa/Mogadishu;Berbera
BBP;GB;+00:00;Europe/London;Bembridge
BBQ;AG;-04:00;America/Antigua;Barbuda
BBR;GP;-04:00;America/Guadeloupe;Basse-Terre
BBS;GB;+00:00;Europe/London;Blackbushe
BBT;CF;+01:00;Africa/Bangui;Berberati
BBV;CI;+00:00;Africa/Abidjan;Grand Bereby
BBW;US;-06:00;America/Chicago;Broken Bow
BBX;US;-05:00;America/New_York;Blue Bell
BBY;CF;+01:00;Africa/Bangui;Bambari
BBZ;ZM;+02:00;Africa/Lusaka;Zambezi
BCA;CU;-05:00;America/Havana;Baracoa
BCB;US;-05:00;America/New_York;Blacksburg
BCC;US;-09:00;America/Anchorage;Bear Creek
BCD;PH;+08:00;Asia/Manila;Bacolod
BCE;US;-07:00;America/Denver;Bryce Canyon
BCF;CF;+01:00;Africa/Bangui;Bouca
BCG;GY;-04:00;America/Guyana;Bemichi
BCH;TL;+09:00;Asia/Dili;Baucau
BCI;AU;+10:00;Australia/Brisbane;Barcaldine
BCJ;US;-07:00;America/Denver;Baca Grande
BCK;AU;+10:00;Australia/Brisbane;Bolwarra
BCL;CR;-06:00;America/Costa_Rica;Barra Del Colorado
BCM;RO;+02:00;Europe/Bucharest;Bacau
BCN;ES;+01:00;Europe/Madrid;Barcelona
BCO;ET;+03:00;Africa/Addis_Ababa;Jinka
BCP;PG;+10:00;Pacific/Port_Moresby;Bambu
BCQ;LY;+02:00;Africa/Tripoli;Brach
BCR;BR;-04:00;America/Porto_Velho;Boca Do Acre
BCS;US;-06:00;America/Chicago;Belle Chasse
BCT;US;-05:00;America/New_York;Boca Raton
BCU;NG;+01:00;Africa/Lagos;Bauchi
BCV;BZ;-06:00;America/Belize;Belmopan
BCW;MZ;+02:00;Africa/Maputo;Benguerra Island
BCX;RU;+05:00;Asia/Yekaterinburg;Beloretsk
BCY;ET;+03:00;Africa/Addis_Ababa;Bulchi
BCZ;AU;+09:30;Australia/Darwin;Bickerton Island
BDA;BM;-04:00;Atlantic/Bermuda;Bermuda
BDB;AU;+10:00;Australia/Brisbane;Bundaberg
BDC;BR;-03:00;America/Araguaina;Barra Do Corda
BDD;AU;+10:00;Australia/Brisbane;Badu Island
BDE;US;-06:00;America/Chicago;Baudette
BDF;US;-06:00;America/Chicago;Bradford
BDG;US;-07:00;America/Denver;Blanding
BDH;IR;+03:30;Asia/Tehran;Bandar Lengeh
BDI;SC;+04:00;Indian/Mahe;Bird Island
BDJ;ID;+08:00;Asia/Makassar;Banjarmasin
BDK;CI;+00:00;Africa/Abidjan;Bondoukou
BDM;TR;+03:00;Europe/Istanbul;Bandirma
BDN;PK;+05:00;Asia/Karachi;Badin
BDO;ID;+07:00;Asia/Pontianak;Bandung
BDP;NP;+05:45;Asia/Kathmandu;Bhadrapur
BDQ;IN;+05:30;Asia/Kolkata;Vadodara
BDR;US;-05:00;America/New_York;Bridgeport
BDS;IT;+01:00;Europe/Rome;Brindisi
BDT;CD;+01:00;Africa/Kinshasa;Gbadolite
BDU;NO;+01:00;Europe/Oslo;Bardufoss
BDV;CD;+02:00;Africa/Lubumbashi;Moba
BDW;AU;+08:00;Australia/Perth;Bedford Downs
BDX;US;-07:00;America/Denver;Broadus
BDY;US;-08:00;America/Los_Angeles;Bandon
BDZ;PG;+10:00;Pacific/Port_Moresby;Baindoung
BEA;PG;+10:00;Pacific/Port_Moresby;Bereina
BEB;GB;+00:00;Europe/London;Benbecula
BED;US;-05:00;America/New_York;Bedford
BEE;AU;+08:00;Australia/Perth;Beagle Bay
BEF;NI;-06:00;America/Managua;Bluefields
BEG;RS;+01:00;Europe/Belgrade;Belgrade
BEH;US;-05:00;America/New_York;Benton Harbor
BEI;ET;+03:00;Africa/Addis_Ababa;Beica
BEJ;ID;+08:00;Asia/Makassar;Tanjung Redeb
BEK;IN;+05:30;Asia/Kolkata;Bareilly
BEL;BR;-03:00;America/Araguaina;Belem
BEM;MA;+01:00;Africa/Casablanca;Beni Mellal
BEN;LY;+02:00;Africa/Tripoli;Benghazi
BEP;IN;+05:30;Asia/Kolkata;Bellary
BEQ;GB;+00:00;Europe/London;Bury St Edmunds
BER;DE;+01:00;Europe/Berlin;Berlin
BES;FR;+01:00;Europe/Paris;Brest
BET;US;-09:00;America/Anchorage;Bethel
BEU;AU;+10:00;Australia/Brisbane;Bedourie
BEV;IL;+02:00;Asia/Jerusalem;Beersheba
BEW;MZ;+02:00;Africa/Maputo;Beira
BEX;GB;+00:00;Europe/London;Benson
BEY;LB;+02:00;Asia/Beirut;Beirut
BEZ;KI;+12:00;Pacific/Tarawa;Beru
BFA;PY;-04:00;America/Asuncion;Bahia Negra
BFB;ES;+01:00;Europe/Madrid;Bilbao
BFC;AU;+10:00;Australia/Brisbane;Bloomfield River
BFD;US;-05:00;America/New_York;Bradford
BFE;DE;+01:00;Europe/Berlin;Bielefeld
BFF;US;-07:00;America/Denver;Scottsbluff
BFG;US;-07:00;America/Denver;Glen Canyon
BFJ;CN;+08:00;Asia/Shanghai;Bijie
BFL;US;-08:00;America/Los_Angeles;Bakersfield
BFN;ZA;+02:00;Africa/Johannesburg;Bloemfontein
BFO;ZW;+02:00;Africa/Harare;Chiredzi
BFP;US;-05:00;America/New_York;Beaver Falls
BFQ;PA;-05:00;America/Panama;Bahia Pina
BFR;US;-05:00;America/New_York;Bedford
BFS;GB;+00:00;Europe/London;Belfast
BFT;US;-05:00;America/New_York;Beaufort
BFU;CN;+08:00;Asia/Shanghai;Bengbu
BFV;TH;+07:00;Asia/Bangkok;Buriram
BFW;DZ;+01:00;Africa/Algiers;Sidi Bel Abbes
BFX;CM;+01:00;Africa/Douala;Bafoussam
BGA;CO;-05:00;America/Bogota;Bucaramanga
BGB;GA;+01:00;Africa/Libreville;Booue
BGC;PT;+00:00;Europe/Lisbon;Braganca
BGD;US;-06:00;America/Chicago;Borger
BGE;US;-05:00;America/New_York;Bainbridge
BGF;CF;+01:00;Africa/Bangui;Bangui
BGG;TR;+03:00;Europe/Istanbul;Bingol
BGH;MR;+00:00;Africa/Nouakchott;Bogue
BGI;BB;-04:00;America/Barbados;Barbados
BGJ;IS;+00:00;Atlantic/Reykjavik;Borgarfjordur Eystri
BGK;BZ;-06:00;America/Belize;Big Creek
BGL;NP;+05:45;Asia/Kathmandu;Baglung
BGM;US;-05:00;America/New_York;Binghamton
BGN;RU;+11:00;Asia/Srednekolymsk;Belaya Gora
BGO;NO;+01:00;Europe/Oslo;Bergen
BGP;GA;+01:00;Africa/Libreville;Bongo
BGQ;US;-09:00;America/Anchorage;Big Lake
BGR;US;-05:00;America/New_York;Bangor
BGT;US;-07:00;America/Phoenix;Bagdad
BGU;CF;+01:00;Africa/Bangui;Bangassou
BGV;BR;-03:00;America/Araguaina;Bento Goncalves
BGW;IQ;+03:00;Asia/Baghdad;Baghdad
BGX;BR;-03:00;America/Araguaina;Bage
BGZ;PT;+00:00;Europe/Lisbon;Braga
BHA;EC;-05:00;America/Guayaquil;Bahia De Caraquez
BHB;US;-05:00;America/New_York;Bar Harbor
BHC;PK;+05:00;Asia/Karachi;Bhurban Heliport
BHE;NZ;+12:00;Pacific/Auckland;Blenheim
BHF;CO;-05:00;America/Bogota;Cupica
BHG;HN;-06:00;America/Tegucigalpa;Brus Laguna
BHH;SA;+03:00;Asia/Riyadh;Bisha
BHI;AR;-03:00;America/Argentina/Buenos_Aires;Bahia Blanca
BHJ;IN;+05:30;Asia/Kolkata;Bhuj
BHK;UZ;+05:00;Asia/Tashkent;Bukhara
BHL;MX;-08:00;America/Santa_Isabel;Bahia De Los Angeles
BHM;US;-06:00;America/Chicago;Birmingham
BHN;YE;+03:00;Asia/Aden;Beihan
BHO;IN;+05:30;Asia/Kolkata;Bhopal
BHP;NP;+05:45;Asia/Kathmandu;Bhojpur
BHQ;AU;+09:30;Australia/Adelaide;Broken Hill
BHR;NP;+05:45;Asia/Kathmandu;Bharatpur
BHS;AU;+10:00;Australia/Sydney;Bathurst
BHT;AU;+10:00;Australia/Brisbane;Brighton Downs
BHU;IN;+05:30;Asia/Kolkata;Bhavnagar
BHV;PK;+05:00;Asia/Karachi;Bahawalpur
BHX;GB;+00:00;Europe/London;Birmingham
BHY;CN;+08:00;Asia/Shanghai;Beihai
BHZ;BR;-03:00;America/Sao_Paulo;Belo Horizonte
BIA;FR;+01:00;Europe/Paris;Bastia
BIB;SO;+03:00;Africa/Mogadishu;Baidoa
BIC;US;-09:00;America/Anchorage;Big Creek
BID;US;-05:00;America/New_York;Block Island
BIE;US;-06:00;America/Chicago;Beatrice
BIG;US;-09:00;America/Anchorage;Delta Junction
BIH;US;-08:00;America/Los_Angeles;Bishop
BII;MH;+12:00;Pacific/Majuro;Bikini Atoll
BIJ;PG;+10:00;Pacific/Port_Moresby;Biliau
BIK;ID;+09:00;Asia/Jayapura;Biak
BIL;US;-07:00;America/Denver;Billings
BIM;BS;-05:00;America/Nassau;Bimini
BIN;AF;+04:30;Asia/Kabul;Bamyan
BIO;ES;+01:00;Europe/Madrid;Bilbao
BIP;AU;+10:00;Australia/Brisbane;Bulimba
BIQ;FR;+01:00;Europe/Paris;Biarritz
BIR;NP;+05:45;Asia/Kathmandu;Biratnagar
BIS;US;-06:00;America/Chicago;Bismarck
BIT;NP;+05:45;Asia/Kathmandu;Baitadi
BIU;IS;+00:00;Atlantic/Reykjavik;Bildudalur
BIV;CF;+01:00;Africa/Bangui;Bria
BIW;AU;+08:00;Australia/Perth;Billiluna
BIX;US;-06:00;America/Chicago;Gulfport/Biloxi
BIY;ZA;+02:00;Africa/Johannesburg;Bisho
BIZ;PG;+10:00;Pacific/Port_Moresby;Bimin
BJA;DZ;+01:00;Africa/Algiers;Bejaia
BJB;IR;+03:30;Asia/Tehran;Bojnurd
BJD;IS;+00:00;Atlantic/Reykjavik;Bakkafjordur
BJE;SD;+02:00;Africa/Khartoum;Baleela
BJF;NO;+01:00;Europe/Oslo;Batsfjord
BJG;ID;+08:00;Asia/Makassar;Kota Mobagu
BJH;NP;+05:45;Asia/Kathmandu;Bajhang
BJI;US;-06:00;America/Chicago;Bemidji
BJJ;US;-05:00;America/New_York;Wooster
BJK;ID;+09:00;Asia/Jayapura;Nangasuri Aru Island
BJL;GM;+00:00;Africa/Banjul;Banjul
BJM;BI;+02:00;Africa/Bujumbura;Bujumbura
BJN;MZ;+02:00;Africa/Maputo;Bajone
BJO;BO;-04:00;America/La_Paz;Bermejo
BJP;BR;-03:00;America/Araguaina;Braganca Paulista
BJQ;OM;+04:00;Asia/Muscat;Bahja
BJR;ET;+03:00;Africa/Addis_Ababa;Bahar Dar
BJS;CN;+08:00;Asia/Shanghai;Beijing
BJT;LK;+05:30;Asia/Colombo;Bentota River
BJU;NP;+05:45;Asia/Kathmandu;Bajura
BJV;TR;+03:00;Europe/Istanbul;Bodrum
BJW;ID;+08:00;Asia/Makassar;Bajawa
BJX;MX;-06:00;America/Mexico_City;Leon/Guanajuato
BJZ;ES;+01:00;Europe/Madrid;Badajoz
BKB;IN;+05:30;Asia/Kolkata;Bikaner
BKC;US;-09:00;America/Anchorage;Buckland
BKD;US;-06:00;America/Chicago;Breckenridge
BKE;US;-08:00;America/Los_Angeles;Baker City
BKF;US;-09:00;America/Anchorage;Katmai National Park
BKG;US;-06:00;America/Chicago;Branson
BKH;US;-10:00;Pacific/Honolulu;Kekaha
BKI;MY;+08:00;Asia/Kuching;Kota Kinabalu
BKJ;GN;+00:00;Africa/Conakry;Boke
BKK;TH;+07:00;Asia/Bangkok;Bangkok
BKM;MY;+08:00;Asia/Kuching;Bakelalan
BKN;TM;+05:00;Asia/Ashgabat;Balkanabat
BKO;ML;+00:00;Africa/Bamako;Bamako
BKP;AU;+10:00;Australia/Brisbane;Barkly Downs
BKQ;AU;+10:00;Australia/Brisbane;Blackall
BKR;TD;+01:00;Africa/Ndjamena;Bokoro
BKS;ID;+07:00;Asia/Pontianak;Bengkulu
BKT;US;-05:00;America/New_York;Blackstone/Ft Pickett
BKU;MG;+03:00;Indian/Antananarivo;Betioky
BKV;CN;+08:00;Asia/Shanghai;Damao Banner
BKW;US;-05:00;America/New_York;Beckley
BKX;US;-06:00;America/Chicago;Brookings
BKY;CD;+02:00;Africa/Lubumbashi;Bukavu
BKZ;TZ;+03:00;Africa/Dar_es_Salaam;Bukoba
BLA;VE;-04:00;America/Caracas;Barcelona
BLB;PA;-05:00;America/Panama;Balboa
BLC;CM;+01:00;Africa/Douala;Bali
BLE;SE;+01:00;Europe/Stockholm;Borlange/Falun
BLF;US;-05:00;America/New_York;Bluefield/Princeton
BLG;MY;+08:00;Asia/Kuching;Belaga
BLH;US;-08:00;America/Los_Angeles;Blythe
BLI;US;-08:00;America/Los_Angeles;Bellingham
BLJ;DZ;+01:00;Africa/Algiers;Batna
BLK;GB;+00:00;Europe/London;Blackpool
BLL;DK;+01:00;Europe/Copenhagen;Billund
BLM;US;-05:00;America/New_York;Belmar/Farmingdale
BLN;AU;+10:00;Australia/Sydney;Benalla
BLO;IS;+00:00;Atlantic/Reykjavik;Blonduos
BLP;PE;-05:00;America/Lima;Bellavista
BLQ;IT;+01:00;Europe/Rome;Bologna
BLR;IN;+05:30;Asia/Kolkata;Bengaluru
BLS;AU;+10:00;Australia/Brisbane;Bollon
BLT;AU;+10:00;Australia/Brisbane;Blackwater
BLU;US;-08:00;America/Los_Angeles;Emigrant Gap
BLV;US;-06:00;America/Chicago;Belleville
BLW;SO;+03:00;Africa/Mogadishu;Beletwene
BLX;IT;+01:00;Europe/Rome;Belluno
BLY;IE;+00:00;Europe/Dublin;Belmullet
BLZ;MW;+02:00;Africa/Blantyre;Blantyre
BMB;CD;+01:00;Africa/Kinshasa;Bumba
BMC;US;-07:00;America/Denver;Brigham City
BMD;MG;+03:00;Indian/Antananarivo;Belo Tsiribihina
BME;AU;+08:00;Australia/Perth;Broome
BMF;CF;+01:00;Africa/Bangui;Bakouma
BMG;US;-05:00;America/New_York;Bloomington
BMH;PG;+10:00;Pacific/Port_Moresby;Bomai
BMI;US;-06:00;America/Chicago;Bloomington/Normal
BMJ;GY;-04:00;America/Guyana;Baramita
BMK;DE;+01:00;Europe/Berlin;Borkum
BML;US;-05:00;America/New_York;Berlin
BMM;GA;+01:00;Africa/Libreville;Bitam
BMN;IQ;+03:00;Asia/Baghdad;Bamarni
BMO;MM;+06:30;Asia/Yangon;Bhamo
BMP;AU;+10:00;Australia/Brisbane;Brampton Island
BMQ;KE;+03:00;Africa/Nairobi;Bamburi
BMR;DE;+01:00;Europe/Berlin;Baltrum
BMS;BR;-03:00;America/Araguaina;Brumado
BMU;ID;+08:00;Asia/Makassar;Bima
BMV;VN;+07:00;Asia/Ho_Chi_Minh;Ban Me Thuot
BMW;DZ;+01:00;Africa/Algiers;Bordj Mokhtar
BMX;US;-09:00;America/Anchorage;Big Mountain
BMY;NC;+11:00;Pacific/Noumea;Ile Art
BMZ;PG;+10:00;Pacific/Port_Moresby;Bamu
BNA;US;-06:00;America/Chicago;Nashville
BNB;CD;+01:00;Africa/Kinshasa;Boende
BNC;CD;+02:00;Africa/Lubumbashi;Beni
BND;IR;+03:30;Asia/Tehran;Bandar Abbas
BNE;AU;+10:00;Australia/Brisbane;Brisbane
BNF;US;-09:00;America/Anchorage;Baranof
BNG;US;-08:00;America/Los_Angeles;Banning
BNI;NG;+01:00;Africa/Lagos;Benin City
BNK;AU;+10:00;Australia/Sydney;Ballina
BNL;US;-05:00;America/New_York;Barnwell
BNM;PG;+10:00;Pacific/Port_Moresby;Bodinumu
BNN;NO;+01:00;Europe/Oslo;Bronnoysund
BNO;US;-08:00;America/Los_Angeles;Burns
BNP;PK;+05:00;Asia/Karachi;Bannu
BNQ;PH;+08:00;Asia/Manila;Baganga
BNR;BF;+00:00;Africa/Ouagadougou;Banfora
BNS;VE;-04:00;America/Caracas;Barinas
BNT;PG;+10:00;Pacific/Port_Moresby;Bundi
BNU;BR;-03:00;America/Araguaina;Blumenau
BNV;PG;+10:00;Pacific/Port_Moresby;Boana
BNW;US;-06:00;America/Chicago;Boone
BNX;BA;+01:00;Europe/Sarajevo;Banja Luka
BNY;SB;+11:00;Pacific/Guadalcanal;Bellona
BNZ;PG;+10:00;Pacific/Port_Moresby;Banz
BOA;CD;+01:00;Africa/Kinshasa;Boma
BOB;PF;-10:00;Pacific/Tahiti;Bora Bora
BOC;PA;-05:00;America/Panama;Bocas Del Toro
BOD;FR;+01:00;Europe/Paris;Bordeaux
BOE;CG;+01:00;Africa/Brazzaville;Boundji
BOG;CO;-05:00;America/Bogota;Bogota
BOH;GB;+00:00;Europe/London;Bournemouth
BOI;US;-07:00;America/Denver;Boise
BOJ;BG;+02:00;Europe/Sofia;Burgas
BOK;US;-08:00;America/Los_Angeles;Brookings
BOL;GB;+00:00;Europe/London;Ballykelly
BOM;IN;+05:30;Asia/Kolkata;Mumbai
BON;BQ;-04:00;America/Kralendijk;Bonaire
BOO;NO;+01:00;Europe/Oslo;Bodo
BOP;CF;+01:00;Africa/Bangui;Bouar
BOQ;PG;+11:00;Pacific/Bougainville;Boku
BOR;FR;+01:00;Europe/Paris;Belfort
BOS;US;-05:00;America/New_York;Boston
BOT;PG;+10:00;Pacific/Port_Moresby;Boset
BOU;FR;+01:00;Europe/Paris;Bourges
BOV;PG;+10:00;Pacific/Port_Moresby;Boang
BOW;US;-05:00;America/New_York;Bartow
BOX;AU;+09:30;Australia/Darwin;Borroloola
BOY;BF;+00:00;Africa/Ouagadougou;Bobo Dioulasso
BOZ;CF;+01:00;Africa/Bangui;Bozoum
BPA;PH;+08:00;Asia/Manila;Borongan
BPB;PG;+10:00;Pacific/Port_Moresby;Boridi
BPC;CM;+01:00;Africa/Douala;Bamenda
BPD;PG;+10:00;Pacific/Port_Moresby;Bapi
BPE;CN;+08:00;Asia/Shanghai;Qinhaungdao
BPF;SB;+11:00;Pacific/Guadalcanal;Batuna
BPG;BR;-04:00;America/Porto_Velho;Barra Do Garcas
BPH;PH;+08:00;Asia/Manila;Bislig
BPI;US;-07:00;America/Denver;Big Piney/Marbleton
BPK;PG;+10:00;Pacific/Port_Moresby;Biangabip
BPL;CN;+08:00;Asia/Shanghai;Bole
BPN;ID;+08:00;Asia/Makassar;Balikpapan
BPO;CN;+08:00;Asia/Shanghai;Bo'ao
BPS;BR;-03:00;America/Araguaina;Porto Seguro
BPT;US;-06:00;America/Chicago;Beaumont/Port Arthur
BPU;JP;+09:00;Asia/Tokyo;Beppu
BPX;CN;+08:00;Asia/Shanghai;Qamdo/Changdu
BPY;MG;+03:00;Indian/Antananarivo;Besalampy
BQA;PH;+08:00;Asia/Manila;Baler
BQB;AU;+08:00;Australia/Perth;Busselton
BQD;IT;+01:00;Europe/Rome;Brindisi
BQE;GW;+00:00;Africa/Bissau;Bubaque
BQG;RU;+10:00;Asia/Vladivostok;Bogorodskoye
BQI;NA;+02:00;Africa/Windhoek;Bagani
BQJ;RU;+10:00;Asia/Vladivostok;Batagay
BQL;AU;+10:00;Australia/Brisbane;Boulia
BQN;PR;-04:00;America/Puerto_Rico;Aguadilla
BQO;CI;+00:00;Africa/Abidjan;Bouna
BQQ;BR;-03:00;America/Araguaina;Barra
BQS;RU;+09:00;Asia/Yakutsk;Blagoveschensk
BQT;BY;+03:00;Europe/Minsk;Brest
BQU;VC;-04:00;America/St_Vincent;Bequia
BQW;AU;+08:00;Australia/Perth;Balgo Hill
BQY;IT;+01:00;Europe/Rome;Bentivoglio
BRA;BR;-03:00;America/Araguaina;Barreiras
BRB;BR;-03:00;America/Araguaina;Barreirinhas
BRC;AR;-03:00;America/Argentina/Buenos_Aires;San Carlos Bariloche
BRD;US;-06:00;America/Chicago;Brainerd
BRE;DE;+01:00;Europe/Berlin;Bremen
BRG;US;-05:00;America/New_York;Whitesburg
BRH;PG;+10:00;Pacific/Port_Moresby;Brahman
BRI;IT;+01:00;Europe/Rome;Bari
BRJ;AU;+10:00;Australia/Sydney;Bright
BRK;AU;+10:00;Australia/Sydney;Bourke
BRL;US;-06:00;America/Chicago;Burlington
BRM;VE;-04:00;America/Caracas;Barquisimeto
BRN;CH;+01:00;Europe/Zurich;Berne
BRO;US;-06:00;America/Chicago;Brownsville
BRP;PG;+10:00;Pacific/Port_Moresby;Biaru
BRQ;CZ;+01:00;Europe/Prague;Brno
BRR;GB;+00:00;Europe/London;Barra
BRS;GB;+00:00;Europe/London;Bristol
BRT;AU;+09:30;Australia/Darwin;Bathurst Island
BRU;BE;+01:00;Europe/Brussels;Brussels
BRV;DE;+01:00;Europe/Berlin;Bremerhaven
BRW;US;-09:00;America/Anchorage;Barrow
BRX;DO;-04:00;America/Santo_Domingo;Barahona
BRY;US;-05:00;America/New_York;Bardstown
BRZ;IT;+01:00;Europe/Rome;Brescia
BSA;SO;+03:00;Africa/Mogadishu;Bosaso
BSB;BR;-03:00;America/Araguaina;Brasilia
BSC;CO;-05:00;America/Bogota;Bahia Solano
BSD;CN;+08:00;Asia/Shanghai;Baoshan
BSE;MY;+08:00;Asia/Kuching;Sematan
BSF;US;-10:00;Pacific/Honolulu;Pohakuloa
BSG;GQ;+01:00;Africa/Malabo;Bata
BSH;GB;+00:00;Europe/London;Brighton
BSI;PH;+08:00;Asia/Manila;Polilio
BSJ;AU;+10:00;Australia/Sydney;Bairnsdale
BSK;DZ;+01:00;Africa/Algiers;Biskra
BSM;IR;+03:30;Asia/Tehran;Bishen Kola
BSN;CF;+01:00;Africa/Bangui;Bossangoa
BSO;PH;+08:00;Asia/Manila;Basco
BSP;PG;+10:00;Pacific/Port_Moresby;Bensbach
BSR;IQ;+03:00;Asia/Baghdad;Basrah
BSS;BR;-03:00;America/Araguaina;Balsas
BST;AF;+04:30;Asia/Kabul;Lashkar Gah
BSU;CD;+01:00;Africa/Kinshasa;Basankusu
BSV;MG;+03:00;Indian/Antananarivo;Besakoa
BSW;US;-09:00;America/Anchorage;Boswell Bay
BSX;MM;+06:30;Asia/Yangon;Pathein
BSY;SO;+03:00;Africa/Mogadishu;Bardera
BSZ;US;-09:00;America/Anchorage;Bartletts
BTA;CM;+01:00;Africa/Douala;Bertoua
BTB;CG;+01:00;Africa/Brazzaville;Betou
BTC;LK;+05:30;Asia/Colombo;Batticaloa
BTD;AU;+09:30;Australia/Darwin;Brunette Downs
BTE;SL;+00:00;Africa/Freetown;Bonthe
BTF;US;-07:00;America/Denver;Bountiful
BTG;CF;+01:00;Africa/Bangui;Batangafo
BTH;ID;+07:00;Asia/Pontianak;Batam
BTI;US;-09:00;America/Anchorage;Barter Island
BTJ;ID;+07:00;Asia/Pontianak;Banda Aceh
BTK;RU;+08:00;Asia/Irkutsk;Bratsk
BTL;US;-05:00;America/New_York;Kalamazoo/Battle Creek
BTM;US;-07:00;America/Denver;Butte
BTN;US;-05:00;America/New_York;Bennettsville
BTO;SR;-03:00;America/Paramaribo;Botopasi
BTP;US;-05:00;America/New_York;Butler
BTQ;RW;+02:00;Africa/Kigali;Butare
BTR;US;-06:00;America/Chicago;Baton Rouge
BTS;SK;+01:00;Europe/Bratislava;Bratislava
BTT;US;-09:00;America/Anchorage;Bettles
BTU;MY;+08:00;Asia/Kuching;Bintulu
BTV;US;-05:00;America/New_York;Burlington
BTW;ID;+08:00;Asia/Makassar;Batu Licin
BTX;AU;+10:00;Australia/Brisbane;Betoota
BTY;US;-08:00;America/Los_Angeles;Beatty
BTZ;TH;+07:00;Asia/Bangkok;Yala
BUA;PG;+11:00;Pacific/Bougainville;Buka
BUB;US;-06:00;America/Chicago;Burwell
BUC;AU;+10:00;Australia/Brisbane;Burketown
BUD;HU;+01:00;Europe/Budapest;Budapest
BUE;AR;-03:00;America/Argentina/Buenos_Aires;Buenos Aires
BUF;US;-05:00;America/New_York;Buffalo
BUG;AO;+01:00;Africa/Luanda;Benguela
BUH;RO;+02:00;Europe/Bucharest;Bucharest
BUI;ID;+09:00;Asia/Jayapura;Bokondini
BUJ;DZ;+01:00;Africa/Algiers;Bou Saada
BUK;YE;+03:00;Asia/Aden;Al Buq
BUL;PG;+10:00;Pacific/Port_Moresby;Bulolo
BUM;US;-06:00;America/Chicago;Butler
BUN;CO;-05:00;America/Bogota;Buenaventura
BUO;SO;+03:00;Africa/Mogadishu;Burao
BUP;IN;+05:30;Asia/Kolkata;Bathinda
BUQ;ZW;+02:00;Africa/Harare;Bulawayo
BUR;US;-08:00;America/Los_Angeles;Burbank
BUS;GE;+04:00;Asia/Tbilisi;Batumi
BUT;BT;+06:00;Asia/Thimphu;Bathpalathang
BUU;ID;+07:00;Asia/Pontianak;Muara Bungo
BUV;UY;-03:00;America/Montevideo;Bella Union
BUW;ID;+08:00;Asia/Makassar;Baubau
BUX;CD;+02:00;Africa/Lubumbashi;Bunia
BUY;AU;+08:00;Australia/Perth;Bunbury
BUZ;IR;+03:30;Asia/Tehran;Bushehr
BVB;BR;-04:00;America/Porto_Velho;Boa Vista
BVC;CV;-01:00;Atlantic/Cape_Verde;Boa Vista Island
